observation_date,delta
01/09/2014,-0.00371402042711
01/10/2014,0.00093196644921
01/11/2014,-0.00186219739292
01/12/2014,0.00000000000000
01/01/2015,-0.00373134328358
01/02/2015,0.00374531835206
01/03/2015,0.00093283582090
01/04/2015,0.00186393289842
01/05/2015,0.00093023255814
01/06/2015,0.00185873605948
01/07/2015,-0.00092764378479
01/08/2015,0.00185701021356
01/09/2015,-0.00370713623726
01/10/2015,0.00186046511628
01/11/2015,-0.00371402042711
01/12/2015,0.00000000000000
01/01/2016,-0.00214352283318
01/02/2016,-0.00200803212851
01/03/2016,0.00201207243461
01/04/2016,-0.00100401606426
01/05/2016,0.00301507537688
01/06/2016,0.00100200400802
01/07/2016,0.00200200200200
01/08/2016,0.00199800199800
01/09/2016,-0.00199401794616
01/10/2016,-0.00099900099900
01/11/2016,-0.00100000000000
01/12/2016,0.00400400400400
01/01/2017,0.00299102691924
01/02/2017,0.00397614314115
01/03/2017,0.00000000000000
01/04/2017,0.00396039603960
01/05/2017,-0.00197238658777
01/06/2017,-0.00098814229249
01/07/2017,0.00098911968348
01/08/2017,0.00296442687747
01/09/2017,-0.00295566502463
01/10/2017,-0.00197628458498
01/11/2017,-0.00198019801980
01/12/2017,0.00396825396825
01/01/2018,0.00296442687747
01/02/2018,0.00000000000000
01/03/2018,0.00295566502463
01/04/2018,0.00098231827112
01/05/2018,0.00294406280667
01/06/2018,0.00195694716243
01/07/2018,0.00292968750000
01/08/2018,0.00389483933788
01/09/2018,-0.00484966052376
01/10/2018,0.00000000000000
01/11/2018,-0.00194931773879
01/12/2018,-0.00097656250000
01/01/2019,0.00097751710655
01/02/2019,0.00097656250000
01/03/2019,0.00292682926829
01/04/2019,0.00194552529183
01/05/2019,0.00000000000000
01/06/2019,0.00097087378641
01/07/2019,0.00000000000000
01/08/2019,0.00387972841901
01/09/2019,-0.00579710144928
01/10/2019,-0.00097181729835
01/11/2019,-0.00194552529183
01/12/2019,0.00194931773879
01/01/2020,0.00097276264591
01/02/2020,-0.00097181729835
01/03/2020,0.00097276264591
01/04/2020,0.00097181729835
01/05/2020,-0.00194174757282
01/06/2020,0.00097276264591
01/07/2020,-0.00194363459670
01/08/2020,0.00292112950341
01/09/2020,-0.00679611650485
01/10/2020,0.00195503421310
01/11/2020,-0.00097560975610
01/12/2020,0.00195312500000
01/01/2021,0.00682261208577
01/02/2021,0.00096805421104
01/03/2021,0.00290135396518
